name,year,period,periodName,value,seasonal
wage_private_prod,1992,M10,October,10.87,nsa
wage_private_prod,1992,M09,September,10.85,nsa
wage_private_prod,1992,M08,August,10.75,nsa
wage_private_prod,1992,M07,July,10.72,nsa
wage_private_prod,1992,M06,June,10.72,nsa
wage_private_prod,1992,M05,May,10.73,nsa
wage_private_prod,1992,M04,April,10.72,nsa
wage_private_prod,1992,M03,March,10.71,nsa
wage_private_prod,1992,M02,February,10.7,nsa
wage_private_prod,1992,M01,January,10.67,nsa
wage_private_prod,1991,M12,December,10.67,nsa
wage_private_prod,1991,M11,November,10.62,nsa
wage_private_prod,1991,M10,October,10.61,nsa
wage_private_prod,1991,M09,September,10.63,nsa
wage_private_prod,1991,M08,August,10.49,nsa
wage_private_prod,1991,M07,July,10.49,nsa
wage_private_prod,1991,M06,June,10.49,nsa
wage_private_prod,1991,M05,May,10.48,nsa
wage_private_prod,1991,M04,April,10.47,nsa
wage_private_prod,1991,M03,March,10.4,nsa
wage_private_prod,1991,M02,February,10.4,nsa
wage_private_prod,1991,M01,January,10.4,nsa
wage_private_prod,1990,M12,December,10.36,nsa
wage_private_prod,1990,M11,November,10.33,nsa
wage_private_prod,1990,M10,October,10.32,nsa
wage_private_prod,1990,M09,September,10.33,nsa
wage_private_prod,1990,M08,August,10.18,nsa
wage_private_prod,1990,M07,July,10.19,nsa
wage_private_prod,1990,M06,June,10.16,nsa
wage_private_prod,1990,M05,May,10.15,nsa
wage_private_prod,1990,M04,April,10.15,nsa
wage_private_prod,1990,M03,March,10.1,nsa
wage_private_prod,1990,M02,February,10.08,nsa
wage_private_prod,1990,M01,January,10.04,nsa
wage_private_prod,1989,M12,December,9.99,nsa
wage_private_prod,1989,M11,November,9.96,nsa
wage_private_prod,1989,M10,October,9.95,nsa
wage_private_prod,1989,M09,September,9.91,nsa
wage_private_prod,1989,M08,August,9.75,nsa
wage_private_prod,1989,M07,July,9.78,nsa
wage_private_prod,1989,M06,June,9.73,nsa
wage_private_prod,1989,M05,May,9.73,nsa
wage_private_prod,1989,M04,April,9.76,nsa
wage_private_prod,1989,M03,March,9.71,nsa
wage_private_prod,1989,M02,February,9.7,nsa
wage_private_prod,1989,M01,January,9.69,nsa
wage_private_prod,1988,M12,December,9.61,nsa
wage_private_prod,1988,M11,November,9.6,nsa
wage_private_prod,1988,M10,October,9.59,nsa
wage_private_prod,1988,M09,September,9.54,nsa
wage_private_prod,1988,M08,August,9.38,nsa
wage_private_prod,1988,M07,July,9.39,nsa
wage_private_prod,1988,M06,June,9.37,nsa
wage_private_prod,1988,M05,May,9.4,nsa
wage_private_prod,1988,M04,April,9.37,nsa
wage_private_prod,1988,M03,March,9.31,nsa
wage_private_prod,1988,M02,February,9.31,nsa
wage_private_prod,1988,M01,January,9.33,nsa
wage_private_prod,1987,M12,December,9.29,nsa
wage_private_prod,1987,M11,November,9.29,nsa
wage_private_prod,1987,M10,October,9.24,nsa
wage_private_prod,1987,M09,September,9.21,nsa
wage_private_prod,1987,M08,August,9.1,nsa
wage_private_prod,1987,M07,July,9.06,nsa
wage_private_prod,1987,M06,June,9.07,nsa
wage_private_prod,1987,M05,May,9.1,nsa
wage_private_prod,1987,M04,April,9.08,nsa
wage_private_prod,1987,M03,March,9.08,nsa
wage_private_prod,1987,M02,February,9.08,nsa
wage_private_prod,1987,M01,January,9.06,nsa
wage_private_prod,1986,M12,December,9.02,nsa
wage_private_prod,1986,M11,November,9.03,nsa
wage_private_prod,1986,M10,October,8.98,nsa
wage_private_prod,1986,M09,September,8.97,nsa
wage_private_prod,1986,M08,August,8.86,nsa
wage_private_prod,1986,M07,July,8.86,nsa
wage_private_prod,1986,M06,June,8.88,nsa
wage_private_prod,1986,M05,May,8.88,nsa
wage_private_prod,1986,M04,April,8.89,nsa
wage_private_prod,1986,M03,March,8.9,nsa
wage_private_prod,1986,M02,February,8.91,nsa
wage_private_prod,1986,M01,January,8.88,nsa
wage_private_prod,1985,M12,December,8.88,nsa
wage_private_prod,1985,M11,November,8.83,nsa
wage_private_prod,1985,M10,October,8.81,nsa
wage_private_prod,1985,M09,September,8.82,nsa
wage_private_prod,1985,M08,August,8.69,nsa
wage_private_prod,1985,M07,July,8.69,nsa
wage_private_prod,1985,M06,June,8.7,nsa
wage_private_prod,1985,M05,May,8.68,nsa
wage_private_prod,1985,M04,April,8.68,nsa
wage_private_prod,1985,M03,March,8.67,nsa
wage_private_prod,1985,M02,February,8.68,nsa
wage_private_prod,1985,M01,January,8.65,nsa
wage_private_prod,1984,M12,December,8.62,nsa
wage_private_prod,1984,M11,November,8.59,nsa
wage_private_prod,1984,M10,October,8.56,nsa
wage_private_prod,1984,M09,September,8.58,nsa
wage_private_prod,1984,M08,August,8.45,nsa
wage_private_prod,1984,M07,July,8.47,nsa
wage_private_prod,1984,M06,June,8.45,nsa
wage_private_prod,1984,M05,May,8.43,nsa
wage_private_prod,1984,M04,April,8.45,nsa
wage_private_prod,1984,M03,March,8.41,nsa
wage_private_prod,1984,M02,February,8.4,nsa
wage_private_prod,1984,M01,January,8.42,nsa
wage_private_prod,1983,M12,December,8.34,nsa
wage_private_prod,1983,M11,November,8.33,nsa
wage_private_prod,1983,M10,October,8.33,nsa
wage_private_prod,1983,M09,September,8.29,nsa
wage_private_prod,1983,M08,August,8.14,nsa
wage_private_prod,1983,M07,July,8.19,nsa
wage_private_prod,1983,M06,June,8.16,nsa
wage_private_prod,1983,M05,May,8.16,nsa
wage_private_prod,1983,M04,April,8.13,nsa
wage_private_prod,1983,M03,March,8.09,nsa
wage_private_prod,1983,M02,February,8.11,nsa
wage_private_prod,1983,M01,January,8.1,nsa
wage_private_prod,1982,M12,December,8.01,nsa
wage_private_prod,1982,M11,November,8,nsa
wage_private_prod,1982,M10,October,7.98,nsa
wage_private_prod,1982,M09,September,7.95,nsa
wage_private_prod,1982,M08,August,7.88,nsa
wage_private_prod,1982,M07,July,7.87,nsa
wage_private_prod,1982,M06,June,7.83,nsa
wage_private_prod,1982,M05,May,7.83,nsa
wage_private_prod,1982,M04,April,7.77,nsa
wage_private_prod,1982,M03,March,7.74,nsa
wage_private_prod,1982,M02,February,7.74,nsa
wage_private_prod,1982,M01,January,7.75,nsa
wage_private_prod,1981,M12,December,7.63,nsa
wage_private_prod,1981,M11,November,7.65,nsa
wage_private_prod,1981,M10,October,7.6,nsa
wage_private_prod,1981,M09,September,7.57,nsa
wage_private_prod,1981,M08,August,7.47,nsa
wage_private_prod,1981,M07,July,7.43,nsa
wage_private_prod,1981,M06,June,7.39,nsa
wage_private_prod,1981,M05,May,7.36,nsa
wage_private_prod,1981,M04,April,7.32,nsa
wage_private_prod,1981,M03,March,7.28,nsa
wage_private_prod,1981,M02,February,7.25,nsa
wage_private_prod,1981,M01,January,7.21,nsa
wage_private_prod,1980,M12,December,7.12,nsa
wage_private_prod,1980,M11,November,7.1,nsa
wage_private_prod,1980,M10,October,7.03,nsa
wage_private_prod,1980,M09,September,6.97,nsa
wage_private_prod,1980,M08,August,6.86,nsa
wage_private_prod,1980,M07,July,6.83,nsa
wage_private_prod,1980,M06,June,6.79,nsa
wage_private_prod,1980,M05,May,6.75,nsa
wage_private_prod,1980,M04,April,6.72,nsa
wage_private_prod,1980,M03,March,6.69,nsa
wage_private_prod,1980,M02,February,6.64,nsa
wage_private_prod,1980,M01,January,6.6,nsa
wage_private_prod,1979,M12,December,6.56,nsa
wage_private_prod,1979,M11,November,6.52,nsa
wage_private_prod,1979,M10,October,6.48,nsa
wage_private_prod,1979,M09,September,6.47,nsa
wage_private_prod,1979,M08,August,6.35,nsa
wage_private_prod,1979,M07,July,6.34,nsa
wage_private_prod,1979,M06,June,6.29,nsa
wage_private_prod,1979,M05,May,6.26,nsa
wage_private_prod,1979,M04,April,6.21,nsa
wage_private_prod,1979,M03,March,6.21,nsa
wage_private_prod,1979,M02,February,6.19,nsa
wage_private_prod,1979,M01,January,6.15,nsa
wage_private_prod,1978,M12,December,6.09,nsa
wage_private_prod,1978,M11,November,6.06,nsa
wage_private_prod,1978,M10,October,6.04,nsa
wage_private_prod,1978,M09,September,6,nsa
wage_private_prod,1978,M08,August,5.89,nsa
wage_private_prod,1978,M07,July,5.88,nsa
wage_private_prod,1978,M06,June,5.84,nsa
wage_private_prod,1978,M05,May,5.81,nsa
wage_private_prod,1978,M04,April,5.78,nsa
wage_private_prod,1978,M03,March,5.72,nsa
wage_private_prod,1978,M02,February,5.7,nsa
wage_private_prod,1978,M01,January,5.67,nsa
wage_private_prod,1977,M12,December,5.6,nsa
wage_private_prod,1977,M11,November,5.59,nsa
wage_private_prod,1977,M10,October,5.58,nsa
wage_private_prod,1977,M09,September,5.54,nsa
wage_private_prod,1977,M08,August,5.44,nsa
wage_private_prod,1977,M07,July,5.44,nsa
wage_private_prod,1977,M06,June,5.41,nsa
wage_private_prod,1977,M05,May,5.39,nsa
wage_private_prod,1977,M04,April,5.35,nsa
wage_private_prod,1977,M03,March,5.31,nsa
wage_private_prod,1977,M02,February,5.29,nsa
wage_private_prod,1977,M01,January,5.27,nsa
wage_private_prod,1976,M12,December,5.23,nsa
wage_private_prod,1976,M11,November,5.21,nsa
wage_private_prod,1976,M10,October,5.18,nsa
wage_private_prod,1976,M09,September,5.17,nsa
wage_private_prod,1976,M08,August,5.08,nsa
wage_private_prod,1976,M07,July,5.05,nsa
wage_private_prod,1976,M06,June,5.02,nsa
wage_private_prod,1976,M05,May,5.01,nsa
wage_private_prod,1976,M04,April,4.97,nsa
wage_private_prod,1976,M03,March,4.94,nsa
wage_private_prod,1976,M02,February,4.93,nsa
wage_private_prod,1976,M01,January,4.91,nsa
wage_private_prod,1975,M12,December,4.87,nsa
wage_private_prod,1975,M11,November,4.86,nsa
wage_private_prod,1975,M10,October,4.84,nsa
wage_private_prod,1975,M09,September,4.82,nsa
wage_private_prod,1975,M08,August,4.75,nsa
wage_private_prod,1975,M07,July,4.73,nsa
wage_private_prod,1975,M06,June,4.71,nsa
wage_private_prod,1975,M05,May,4.68,nsa
wage_private_prod,1975,M04,April,4.66,nsa
wage_private_prod,1975,M03,March,4.65,nsa
wage_private_prod,1975,M02,February,4.63,nsa
wage_private_prod,1975,M01,January,4.62,nsa
wage_private_prod,1974,M12,December,4.6,nsa
wage_private_prod,1974,M11,November,4.58,nsa
wage_private_prod,1974,M10,October,4.58,nsa
wage_private_prod,1974,M09,September,4.56,nsa
wage_private_prod,1974,M08,August,4.47,nsa
wage_private_prod,1974,M07,July,4.44,nsa
wage_private_prod,1974,M06,June,4.43,nsa
wage_private_prod,1974,M05,May,4.39,nsa
wage_private_prod,1974,M04,April,4.33,nsa
wage_private_prod,1974,M03,March,4.31,nsa
wage_private_prod,1974,M02,February,4.29,nsa
wage_private_prod,1974,M01,January,4.27,nsa
wage_private_prod,1973,M12,December,4.26,nsa
wage_private_prod,1973,M11,November,4.24,nsa
wage_private_prod,1973,M10,October,4.23,nsa
wage_private_prod,1973,M09,September,4.23,nsa
wage_private_prod,1973,M08,August,4.15,nsa
wage_private_prod,1973,M07,July,4.15,nsa
wage_private_prod,1973,M06,June,4.12,nsa
wage_private_prod,1973,M05,May,4.1,nsa
wage_private_prod,1973,M04,April,4.08,nsa
wage_private_prod,1973,M03,March,4.05,nsa
wage_private_prod,1973,M02,February,4.04,nsa
wage_private_prod,1973,M01,January,4.03,nsa
wage_private_prod,1972,M12,December,4,nsa
wage_private_prod,1972,M11,November,3.99,nsa
wage_private_prod,1972,M10,October,3.99,nsa
wage_private_prod,1972,M09,September,3.97,nsa
wage_private_prod,1972,M08,August,3.91,nsa
wage_private_prod,1972,M07,July,3.89,nsa
wage_private_prod,1972,M06,June,3.88,nsa
wage_private_prod,1972,M05,May,3.88,nsa
wage_private_prod,1972,M04,April,3.86,nsa
wage_private_prod,1972,M03,March,3.84,nsa
wage_private_prod,1972,M02,February,3.82,nsa
wage_private_prod,1972,M01,January,3.81,nsa
wage_private_prod,1971,M12,December,3.73,nsa
wage_private_prod,1971,M11,November,3.7,nsa
wage_private_prod,1971,M10,October,3.69,nsa
wage_private_prod,1971,M09,September,3.69,nsa
wage_private_prod,1971,M08,August,3.65,nsa
wage_private_prod,1971,M07,July,3.63,nsa
wage_private_prod,1971,M06,June,3.62,nsa
wage_private_prod,1971,M05,May,3.61,nsa
wage_private_prod,1971,M04,April,3.58,nsa
wage_private_prod,1971,M03,March,3.55,nsa
wage_private_prod,1971,M02,February,3.55,nsa
wage_private_prod,1971,M01,January,3.53,nsa
wage_private_prod,1970,M12,December,3.5,nsa
wage_private_prod,1970,M11,November,3.47,nsa
wage_private_prod,1970,M10,October,3.46,nsa
wage_private_prod,1970,M09,September,3.47,nsa
wage_private_prod,1970,M08,August,3.43,nsa
wage_private_prod,1970,M07,July,3.41,nsa
wage_private_prod,1970,M06,June,3.39,nsa
wage_private_prod,1970,M05,May,3.38,nsa
wage_private_prod,1970,M04,April,3.36,nsa
wage_private_prod,1970,M03,March,3.35,nsa
wage_private_prod,1970,M02,February,3.33,nsa
wage_private_prod,1970,M01,January,3.32,nsa
wage_private_prod,1969,M12,December,3.3,nsa
wage_private_prod,1969,M11,November,3.3,nsa
wage_private_prod,1969,M10,October,3.29,nsa
wage_private_prod,1969,M09,September,3.28,nsa
wage_private_prod,1969,M08,August,3.23,nsa
wage_private_prod,1969,M07,July,3.22,nsa
wage_private_prod,1969,M06,June,3.21,nsa
wage_private_prod,1969,M05,May,3.19,nsa
wage_private_prod,1969,M04,April,3.17,nsa
wage_private_prod,1969,M03,March,3.15,nsa
wage_private_prod,1969,M02,February,3.14,nsa
wage_private_prod,1969,M01,January,3.12,nsa
wage_private_prod,1968,M12,December,3.11,nsa
wage_private_prod,1968,M11,November,3.1,nsa
wage_private_prod,1968,M10,October,3.09,nsa
wage_private_prod,1968,M09,September,3.08,nsa
wage_private_prod,1968,M08,August,3.03,nsa
wage_private_prod,1968,M07,July,3.03,nsa
wage_private_prod,1968,M06,June,3.01,nsa
wage_private_prod,1968,M05,May,3,nsa
wage_private_prod,1968,M04,April,2.98,nsa
wage_private_prod,1968,M03,March,2.96,nsa
wage_private_prod,1968,M02,February,2.96,nsa
wage_private_prod,1968,M01,January,2.95,nsa
wage_private_prod,1967,M12,December,2.91,nsa
wage_private_prod,1967,M11,November,2.91,nsa
wage_private_prod,1967,M10,October,2.9,nsa
wage_private_prod,1967,M09,September,2.89,nsa
wage_private_prod,1967,M08,August,2.86,nsa
wage_private_prod,1967,M07,July,2.86,nsa
wage_private_prod,1967,M06,June,2.85,nsa
wage_private_prod,1967,M05,May,2.83,nsa
wage_private_prod,1967,M04,April,2.82,nsa
wage_private_prod,1967,M03,March,2.81,nsa
wage_private_prod,1967,M02,February,2.81,nsa
wage_private_prod,1967,M01,January,2.8,nsa
wage_private_prod,1966,M12,December,2.78,nsa
wage_private_prod,1966,M11,November,2.78,nsa
wage_private_prod,1966,M10,October,2.78,nsa
wage_private_prod,1966,M09,September,2.77,nsa
wage_private_prod,1966,M08,August,2.73,nsa
wage_private_prod,1966,M07,July,2.74,nsa
wage_private_prod,1966,M06,June,2.73,nsa
wage_private_prod,1966,M05,May,2.72,nsa
wage_private_prod,1966,M04,April,2.71,nsa
wage_private_prod,1966,M03,March,2.69,nsa
wage_private_prod,1966,M02,February,2.69,nsa
wage_private_prod,1966,M01,January,2.69,nsa
wage_private_prod,1965,M12,December,2.67,nsa
wage_private_prod,1965,M11,November,2.67,nsa
wage_private_prod,1965,M10,October,2.67,nsa
wage_private_prod,1965,M09,September,2.65,nsa
wage_private_prod,1965,M08,August,2.63,nsa
wage_private_prod,1965,M07,July,2.63,nsa
wage_private_prod,1965,M06,June,2.63,nsa
wage_private_prod,1965,M05,May,2.62,nsa
wage_private_prod,1965,M04,April,2.6,nsa
wage_private_prod,1965,M03,March,2.6,nsa
wage_private_prod,1965,M02,February,2.59,nsa
wage_private_prod,1965,M01,January,2.58,nsa
wage_private_prod,1964,M12,December,2.58,nsa
wage_private_prod,1964,M11,November,2.57,nsa
wage_private_prod,1964,M10,October,2.55,nsa
wage_private_prod,1964,M09,September,2.56,nsa
wage_private_prod,1964,M08,August,2.54,nsa
wage_private_prod,1964,M07,July,2.54,nsa
wage_private_prod,1964,M06,June,2.53,nsa
wage_private_prod,1964,M05,May,2.52,nsa
wage_private_prod,1964,M04,April,2.52,nsa
wage_private_prod,1964,M03,March,2.5,nsa
wage_private_prod,1964,M02,February,2.5,nsa
wage_private_prod,1964,M01,January,2.5,nsa
