year,quarter,bls_wage_goods,bls_wage_private,bls_wage_private_extended,nipa_comp,nipa_wage,nipa_comp_wage_ratio,bls_comp_private,bls_hours_millions,nipa_ndp,productivity,bls_comp_private_cpi_u_rs,productivity_cpi_u_rs,bls_comp_private_c_cpi_u,productivity_c_cpi_u,bls_comp_private_cpi_u_rs_index,bls_comp_private_c_cpi_u_index,productivity_cpi_u_rs_index,productivity_c_cpi_u_index
1959,2,2.1666666666666665,NA,2.1666666666666665,286458,260556,1.0994104914106757,2.3820560647231304,136905,457531,3.341959753113473,21.797510995521435,30.581313993358116,20.464027101485073,28.710472424474833,0.742547860118754,0.7458912514664435,0.6521758851478103,0.6551123682065941
1959,3,2.17,NA,2.17,286926,260899,1.099758910536261,2.3864768358636863,135754,459245,3.38292057692591,21.74937205585303,30.83055203271423,20.29698548902065,28.771739506754862,0.7409079725808372,0.7398027686497345,0.6574911256559481,0.6565103536793571
1959,4,2.18,NA,2.188537859007833,290187,263902,1.0996013671741782,2.406519221877462,135991,462204,3.398783743041819,21.7847364618444,30.767096086273124,20.36561789260479,28.76284152693599,0.7421126864584289,0.7423043441776914,0.6561378666675637,0.6563073205649864
1960,1,2.23,NA,2.23,298735,270749,1.103365109381752,2.460504193921307,135898,475664,3.500154527660451,22.258480556956574,31.663478441835714,20.822475790348967,29.62071070423098,0.7582511191511211,0.7589563114273832,0.6752540811080837,0.6758820840882113
1960,2,2.236666666666667,NA,2.236666666666667,301716,273398,1.1035779340009804,2.4683359790488595,137256,473492,3.4496998309727807,22.21008054846434,31.040389867611555,20.785344061198565,29.049205012300497,0.7566023381163037,0.7576029007918442,0.6619661189718464,0.6628415307406822
1960,3,2.2566666666666664,NA,2.2566666666666664,302573,273964,1.10442612898045,2.492321631065882,137431,477400,3.4737431874904496,22.410942805294876,31.235880202924463,20.883936425827905,29.107572226213076,0.7634448550907778,0.7611964839059459,0.6661351380826088,0.664173347339398
1960,4,2.263333333333333,NA,2.2721975630983464,302104,273308,1.1053609846766286,2.511598535726224,136208,471372,3.460677786914131,22.4494938083911,30.93267631950635,20.942299555246603,28.85594566441636,0.7647581226863492,0.7633237556997978,0.6596690241317364,0.6584317604241717
1961,1,2.2766666666666664,NA,2.2766666666666664,303112,273789,1.1071007235498869,2.5204993139485756,135881,475522,3.499547398090977,22.469451225339185,31.197354086553094,21.016516338365328,29.180049628199765,0.7654379864217703,0.7660288757118907,0.6653135316581347,0.665827128641042
1961,2,2.3,NA,2.3,307313,277633,1.106903718217935,2.5458785519012506,134516,485360,3.6081953076213984,22.710719391844446,32.18720354164714,21.228134396000133,30.085981462078426,0.7736569597160179,0.7737421208644378,0.6864230217434608,0.686498580519349
1961,3,2.3166666666666664,NA,2.3166666666666664,312320,282252,1.1065289174213115,2.5634586586927046,135497,496703,3.6657859583607015,22.747109453929536,32.52872214137189,21.27045452895751,30.417082513031968,0.7748966133047429,0.7752846431049168,0.6937062338094401,0.6940536074934422
1961,4,2.3466666666666667,NA,2.3558572671888602,318939,288403,1.105879619837519,2.605294539030273,137169,508835,3.709548075731397,23.087945490854075,32.87376628059401,21.617590297026805,30.780201350337105,0.786507437582876,0.7879373595614534,0.7010646313904311,0.7023392127572764
1962,1,2.3633333333333333,NA,2.3633333333333333,325482,293276,1.10981464558982,2.622861945743941,138879,521311,3.7537064639002296,23.1826597814312,33.177842247154885,21.65770956170118,30.99541114123442,0.7897339478851376,0.7893996625767632,0.7075493433516988,0.7072498458423593
1962,2,2.38,NA,2.38,331427,298747,1.109390219818107,2.6403487231670946,139767,526837,3.7693947784527104,23.245761227674247,33.18593874511044,21.696778638199167,30.974591875111404,0.7918835439508444,0.7908236873895825,0.7077220089448748,0.7067747941423201
1962,3,2.3966666666666665,NA,2.3966666666666665,334241,301175,1.1097899892089318,2.6597966741374064,139430,534478,3.8333070357885677,23.340754798631576,33.63876662460554,21.85659006138999,31.49978390278432,0.7951195681397482,0.7966486377696466,0.717378998281352,0.7187585674472389
1962,4,2.4066666666666667,NA,2.4160922541340297,337658,304234,1.1098628029740265,2.6815309214170284,138682,536672,3.86980285833778,23.485610974516,33.892834780724456,21.929250467934448,31.64680125977194,0.8000541977609955,0.7992970295695956,0.7227972456673445,0.7221131931559239
1963,1,2.43,NA,2.43,342654,307962,1.1126502620453174,2.7037401367701213,139339,545154,3.912429398804355,23.61873836910205,34.177340159743295,22.005081208832422,31.842308169216306,0.8045892780274244,0.8020609765653417,0.7288645960575606,0.7265742480822673
1963,2,2.45,NA,2.45,347560,312356,1.1127047343415846,2.7261265991368826,140173,552226,3.9396032046114446,23.75272167405691,34.325734709087044,22.187279163310226,32.06346914375152,0.8091535154950101,0.8087018913572408,0.732029252311062,0.7316206746140416
1963,3,2.4733333333333336,NA,2.4733333333333336,352644,316845,1.1129858448137102,2.75278498950591,140529,565941,4.027218581218111,23.81565396248406,34.84138591542935,22.297558414997873,32.6204705078667,0.8112973490782829,0.8127214486342204,0.7430260094156412,0.7443302698218422
1963,4,2.49,NA,2.4997519582245435,358774,322240,1.1133751241310825,2.783161646785168,141222,574415,4.067461160442424,24.0321818302481,35.12191478642116,22.43676758853825,32.7902911559837,0.8186735263352779,0.8177954697031283,0.7490085569539299,0.7482052184926091
1964,1,2.5033333333333334,2.5033333333333334,2.5033333333333334,365175,328222,1.1125853842825892,2.7851720786540817,142442,589205,4.136455539798655,23.94217758174641,35.55821697764418,22.452974908960154,33.346497029372095,0.8156074669975738,0.8183862086838999,0.7583131201200058,0.760896662281436
1964,2,2.5233333333333334,2.5233333333333334,2.5233333333333334,372622,334833,1.1128592462511162,2.80811483137365,143997,596919,4.145357194941561,24.108649561837854,35.58934371376899,22.531147774370655,33.26062541790375,0.8212784545067454,0.8212355235388203,0.7589769276558224,0.7589372533967955
1964,3,2.55,2.55,2.55,380011,341409,1.1130667322771222,2.8383201673066614,144699,609086,4.209331094202448,24.30604671863182,36.04674321394841,22.773502851833165,33.773925430369644,0.8280029303609382,0.8300690992143842,0.7687314111930722,0.770649676020686
1964,4,2.5533333333333332,2.5633333333333335,2.5633333333333335,386093,346687,1.1136644869868209,2.854693301642884,145716,613080,4.207362266326278,24.353424691673695,35.893060751779686,22.6908098415633,33.44263184589252,0.8296168950244375,0.8270550300572319,0.7654539851211136,0.7630902558380546
1965,1,2.5933333333333333,2.5933333333333333,2.5933333333333333,392930,352814,1.1137029709705397,2.8882030380502663,147472,632175,4.286745958554844,24.561570189198452,36.45492036300363,22.850387756853504,33.91513895582228,0.8367075208216727,0.8328714693314732,0.7774361808291975,0.7738718705465837
1965,2,2.6166666666666667,2.6166666666666667,2.6166666666666667,399925,358877,1.1143790212245421,2.9159584388708852,149053,643044,4.314196963496206,24.642134042345244,36.458345373646,22.96317270610822,33.974301087532616,0.8394519863145156,0.8369823565253274,0.7775092224698481,0.7752218254912424
1965,3,2.6366666666666667,2.64,2.64,408340,366215,1.1150280572887512,2.9436740712423033,149204,660550,4.427160129755235,24.783124800921303,37.272761642080454,23.181433311033135,34.863886021822474,0.8442549377202372,0.8449377152113727,0.7948774313983583,0.7955202756319213
1965,4,2.6633333333333336,2.6666666666666665,2.6666666666666665,420463,377121,1.1149286303335004,2.973143014222668,150920,681366,4.514749536178107,24.92226037854934,37.844719526209396,23.305604917938975,35.389810880363875,0.8489946910551621,0.8494636335368462,0.8070749824725233,0.8075207705901326
1966,1,2.6866666666666665,2.69,2.69,433109,385763,1.1227333881165378,3.0201528140334863,152953,703424,4.598955234614555,25.08234120786036,38.19428071926654,23.351272439413457,35.55828570036071,0.8544479594249019,0.8511281644024009,0.8145297105638303,0.8113650103044614
1966,2,2.7233333333333336,2.72,2.72,444412,395903,1.1225274877937272,3.053274766798938,154139,710643,4.61040359675358,25.094567427855416,37.89245736624481,23.500544698303138,35.48550460668705,0.8548644543860255,0.8565689738501351,0.808093037749249,0.8097042993996637
1966,3,2.756666666666667,2.75,2.75,455669,406132,1.1219726591354535,3.085424812622497,155018,723350,4.666232308506109,25.174601119454383,38.072727170916366,23.535011687313308,35.59309935770803,0.8575908595451479,0.8578252576421561,0.8119374644293004,0.812159384467782
1966,4,2.7866666666666666,2.7766666666666664,2.7766666666666664,463804,413485,1.1216948619659721,3.1145727333921824,155486,735002,4.727126558018085,25.18375877228148,38.22251882155115,23.546169864444895,35.73707677861672,0.8579028215628236,0.8582319609104566,0.8151319152093325,0.8154446452529498
1967,1,2.813333333333333,2.8066666666666666,2.8066666666666666,470007,418841,1.122160915478666,3.1495316361101224,156077,743902,4.766249991991133,25.40546793724018,38.44660900182435,23.705103154970434,35.87341255034034,0.8654555034283183,0.8640249043219307,0.8199108534755021,0.8185555397364902
1967,2,2.84,2.8333333333333335,2.8333333333333335,475649,423604,1.1228623903457002,3.1814434393128175,155256,746633,4.809044416962951,25.57106506767887,38.653017111653924,23.83980304084186,36.03605530067833,0.8710966885560295,0.8689345668212408,0.8243127046111016,0.8222667039336604
1967,3,2.89,2.873333333333333,2.873333333333333,485272,432009,1.1232914129103793,3.2275906597624893,156211,760614,4.869144938576668,25.66648643241215,38.72047470623888,23.974374289327486,36.167753452047656,0.8743472858470168,0.8738395406295025,0.8257513025885443,0.8252717777114935
1967,4,2.9266666666666667,2.9066666666666667,2.9066666666666667,496236,441583,1.1237660870096902,3.2664134262414994,156987,774455,4.933242879983693,25.702268868831972,38.81796893129025,24.052680684141947,36.3266066616981,0.8755662402312506,0.8766937224841457,0.8278304605519167,0.8288964725905164
1968,1,2.993333333333333,2.9533333333333336,2.9533333333333336,510872,454210,1.1247484643667027,3.3217571314296626,157293,799891,5.085356627440509,25.970977015394674,39.75958351581823,24.25025270627406,37.12528593680818,0.8847199761448421,0.8838950051110722,0.8479112957072011,0.8471206475054808
1968,2,3.043333333333333,3,3,523992,465923,1.124632181712429,3.3738965451372867,158595,822398,5.185522872726127,26.121051999945717,40.14684824898074,24.42126818416393,37.53435917662613,0.8898323882298104,0.8901283309462472,0.8561700879942704,0.8564548352173705
1968,3,3.0866666666666664,3.0466666666666664,3.0466666666666664,537821,478330,1.124372295277319,3.4255875929448982,159656,836292,5.238086886806634,26.23494043483198,40.11600747003786,24.48287603192971,37.43691510276506,0.8937120795227496,0.8923738691505451,0.8555123787699352,0.8542313671722956
1968,4,3.1433333333333335,3.0966666666666667,3.0966666666666667,550317,489423,1.1244199802624724,3.4819538722127894,160284,850580,5.306705597564323,26.38181913634412,40.20746753770069,24.678348069308143,37.61127592273714,0.8987156079314412,0.8994986096458464,0.8574628525329868,0.8582099129797474
1969,1,3.2,3.14,3.14,562766,499068,1.1276339096075083,3.5407704761675762,162275,872872,5.378967801571407,26.588326043600425,40.391703062607796,24.887812313888624,37.80836458873125,0.9057504139748659,0.9071333506844892,0.8613918520049539,0.8627070602512082
1969,2,3.26,3.1933333333333334,3.1933333333333334,576719,511382,1.127765545130646,3.60133130745053,162756,885514,5.440745656074124,26.686280754879437,40.31655343497697,24.90188843078598,37.62076569504912,0.9090873115345793,0.9076464096438177,0.8597892140369023,0.8584264495494397
1969,3,3.3266666666666667,3.24,3.24,593435,526431,1.12727973846525,3.6523863526274103,163374,903631,5.531057573420496,26.784828970111462,40.56209196525292,25.051246717013004,37.93681021124299,0.9124444272325183,0.9130903546932588,0.8650255589616296,0.8656379181871335
1969,4,3.39,3.2966666666666664,3.2966666666666664,604917,536451,1.127627686405655,3.7174126061839754,162984,908858,5.576363324007264,26.89586930689952,40.34557232651311,25.092535091741833,37.640452437049035,0.9162270960191417,0.9145952704825497,0.8604080697629087,0.8588756594399339
1970,1,3.4266666666666667,3.3333333333333335,3.3333333333333335,614953,545098,1.1281512682123214,3.7605042273744047,161773,918962,5.680564741953231,26.83315853932218,40.5337915070342,25.0847752578975,37.89270833749979,0.9140908087026436,0.9143124330845822,0.8644220245159583,0.8646316065346081
1970,2,3.486666666666667,3.3766666666666665,3.3766666666666665,620233,549066,1.1296146547045347,3.8143321507189785,160636,932103,5.802578500460669,26.932102178911006,40.97064201556279,25.14798057508908,38.25653499722325,0.9174613948151653,0.916616197290208,0.8737382810750708,0.8729333628116991
1970,3,3.5566666666666666,3.4333333333333336,3.4333333333333336,628194,555722,1.13041052900551,3.8810761495855846,159278,947732,5.950175165434021,27.17559762091641,41.6635901583819,25.391194347865685,38.92787675539719,0.9257562418482478,0.9254810714643169,0.8885160655908944,0.8882519644205806
1970,4,3.5933333333333333,3.4733333333333336,3.4733333333333336,630007,556354,1.1323851360824224,3.933151039326281,158490,947097,5.975752413401477,27.187150184143047,41.30623937448129,25.438364706821307,38.649258004547185,0.9261497882079486,0.9272003791010321,0.8808952169952695,0.8818944727361
1971,1,3.69,3.5466666666666664,3.5466666666666664,647901,570513,1.1356463393472191,4.027759016884803,158863,990510,6.234994932740789,27.558458775934145,42.66065822254472,25.756458976394924,39.871151806737146,0.9387986819433314,0.9387945649198806,0.9097794994459351,0.9097755096836927
1971,2,3.76,3.6033333333333335,3.6033333333333335,659794,580449,1.136695902654669,4.0958942358989905,159332,1008674,6.330642934250496,27.65959839964053,42.75086979497116,25.900059833695845,40.03131461397804,0.9422440758312767,0.9440286580254388,0.9117033478492629,0.9134300868149541
1971,3,3.8133333333333335,3.6533333333333333,3.6533333333333333,670109,588790,1.1381120603271115,4.157902727061714,159168,1027315,6.454281011258544,27.91054325600839,43.32532557308462,26.098127449195477,40.51192619981838,0.9507926925124219,0.95124800448483,0.9239541689111306,0.9243966285538838
1971,4,3.8666666666666667,3.7033333333333336,3.7033333333333336,682175,598442,1.139918321240822,4.221497516328511,160019,1037198,6.481717796011724,28.127318350267917,43.186887875651024,26.303176832508413,40.3860878059192,0.9581772917174655,0.9587218286922173,0.9210018520852025,0.9215252620706096
1972,1,3.96,3.82,3.82,708353,618471,1.1453293687173691,4.375158188500349,162325,1074667,6.62046511627907,28.89405057461843,43.72231714959607,26.964290139996717,40.80221435793731,0.9842965753637746,0.9828186806870911,0.9324203954723507,0.9310203914762071
1972,2,4.023333333333333,3.873333333333333,3.873333333333333,722472,630373,1.1461023869994431,4.439236578977843,163015,1107417,6.79334417078183,29.131679575483126,44.5800808558755,27.260438342387403,41.716528644403944,0.9923915778679822,0.9936129565256281,0.9507130301352024,0.9518831132258383
1972,3,4.076666666666667,3.92,3.92,735743,642325,1.1454372786362044,4.490114132253921,164030,1127861,6.875943424983235,29.322794761943122,44.90350844251406,27.473683953107624,42.071869661498134,0.9989020538930303,1.001385524195766,0.9576104339760914,0.9599912450527138
1972,4,4.153333333333333,3.986666666666667,3.986666666666667,758765,663970,1.1427700046688856,4.555843085279958,165189,1162470,7.037211920890616,29.438259322381857,45.47199399889004,27.4804577590823,42.44786339515935,1.0028354370343877,1.0016324219637658,0.9697339343267883,0.9685706282703741
1973,1,4.226666666666667,4.046666666666667,4.046666666666667,785410,683351,1.1493507728824572,4.651039460931011,167054,1207000,7.2252086151783255,29.47407658386888,45.78682977150383,27.565916805030135,42.82257788995935,1.004055577759536,1.004747310075233,0.9764481094837221,0.9771208219579046
1973,2,4.293333333333333,4.1033333333333335,4.1033333333333335,803214,700188,1.1471404822704758,4.707099778916519,168630,1238493,7.344440491015834,29.22478024874057,45.599130989591174,27.326883016849827,42.63786100756973,0.9955631191378608,0.9960347917363751,0.9724452527306852,0.9729059726694324
1973,3,4.37,4.17,4.17,820407,716164,1.145557442150122,4.776974533766008,169619,1252597,7.384768215824878,29.148410928307843,45.060792567271854,27.267227120590537,42.15265347355073,0.992961543413105,0.9938604000148666,0.9609646689610855,0.9618345610958666
1973,4,4.443333333333333,4.233333333333333,4.233333333333333,841697,735343,1.1446318248762821,4.845608058642927,170164,1288681,7.573170588373569,28.912771590282432,45.18759024377483,27.024194451644654,42.235944822371934,0.9849343202018623,0.9850021268759438,0.9636687511638965,0.9637350938342575
1974,1,4.5,4.293333333333333,4.293333333333333,858334,748181,1.1472277430194031,4.925431110029971,170453,1296900,7.608548984177457,28.567076562863157,44.128929327765896,26.682032860385288,41.21701217224794,0.9731579709243408,0.9725307136862262,0.9410917906016567,0.9404852018925034
1974,2,4.61,4.390000000000001,4.390000000000001,878489,765297,1.1479059763725716,5.03930723627559,169789,1327931,7.821066146805741,28.515878353383155,44.25699017329747,26.62068822641235,41.315632036386845,0.971413867164095,0.9702947693348085,0.9438228110968999,0.9427354989894322
1974,3,4.756666666666667,4.49,4.49,900196,783131,1.1494832920673552,5.161179981382425,169732,1348845,7.9469104234911505,28.52297866709869,43.91816547693203,26.68439862714743,41.087217721454245,0.9716557444480072,0.9726169432793625,0.9365970491067493,0.9375235665427818
1974,4,4.886666666666667,4.576666666666666,4.576666666666666,913838,792519,1.1530802416093495,5.277263905765456,168116,1379722,8.206964238977848,28.39610386659185,44.16034769548201,26.558064803866987,41.301911747045324,0.9673336632875158,0.9680122145482151,0.9417618174611829,0.9424224309524416
1975,1,4.986666666666667,4.64,4.64,918380,791920,1.1596878472572987,5.380951611273866,164323,1387372,8.442956859356268,28.44307716406292,44.62847666951496,26.530430987758972,41.62744816743482,0.9689338423871859,0.9670049923833214,0.9517451173308218,0.9498504848049117
1975,2,5.0633333333333335,4.693333333333333,4.693333333333333,931175,800367,1.163435024182656,5.460388380163932,163483,1416075,8.661909801019066,28.527354641949476,45.25344271625426,26.690001823732327,42.33881773429147,0.9718048151727359,0.9728211736242598,0.9650731183711975,0.9660824365026582
1975,3,5.1433333333333335,4.7700000000000005,4.7700000000000005,955990,821293,1.1640060246465025,5.552308737563817,164473,1467688,8.923580162093474,28.445294364736863,45.71681376087341,26.60416102139733,42.7577742414676,0.9690093729198338,0.9696923709128967,0.9749549508275134,0.975642139510462
1975,4,5.22,4.8500000000000005,4.8500000000000005,983379,845772,1.1626998765624779,5.639094401328018,166548,1514441,9.093120301654778,28.393482792491728,45.78489672992333,26.570912954733956,42.84597682303262,0.9672443745166713,0.9684805154980558,0.9764068855159075,0.9776547362116482
1976,1,5.326666666666667,4.926666666666667,4.926666666666667,1014715,871218,1.1647084885757641,5.738130487049932,168700,1568560,9.29792531120332,28.5403176512716,46.24602777480058,26.668196607846813,43.21248894633018,0.9722464093912143,0.972026397518624,0.9862409478268752,0.9860177690980457
1976,2,5.42,5.006666666666667,5.006666666666667,1035504,889382,1.1642961067347888,5.829242507718843,169014,1595633,9.440833303749985,28.738975772327098,46.544620373535494,26.871386194118568,43.519938888018224,0.9790138408982006,0.9794324341719957,0.9926087217041135,0.9930331276900741
1976,3,5.546666666666667,5.1033333333333335,5.1033333333333335,1058375,908452,1.1650312839863857,5.945542985943855,169693,1623866,9.569434213550352,28.86886668138949,46.464842854627236,26.968982984241325,43.406953592664394,0.9834386679618492,0.9829897296917268,0.9909073895108601,0.990455041780604
1976,4,5.6466666666666665,5.2,5.2,1084794,929928,1.166535473714094,6.065984463313289,170804,1664685,9.746171049858317,29.00440034799568,46.60114919511892,27.081993627548304,43.51243295487926,0.9880557196120652,0.9871088431852363,0.9938142531034687,0.9928618581420998
1977,1,5.77,5.293333333333333,5.293333333333333,1113279,950043,1.1718195913237612,6.202831703407109,171788,1711111,9.960596782080238,29.10127689879026,46.73125096611888,27.19334208117395,43.66746166576929,0.9913558888608837,0.9911673716953778,0.996588798294026,0.9963992860335547
1977,2,5.886666666666667,5.3933333333333335,5.3933333333333335,1150291,980908,1.1726798027949614,6.324653069740825,175152,1770249,10.106929980816663,29.21521546505709,46.68653502790534,27.305164648804933,43.63423324205366,0.9952372879152901,0.9952431811388872,0.9956351879752882,0.9956410835550208
1977,3,5.996666666666667,5.483333333333333,5.483333333333333,1182109,1007506,1.173302193733834,6.4336070289738565,176732,1824718,10.324774234434058,29.366267911797703,47.12754212866125,27.427482597204335,44.01614278890309,1.0003829979514494,0.9997015356531762,1.0050400878548165,1.0043554531403833
1977,4,6.1066666666666665,5.58,5.58,1217622,1038175,1.1728485081994846,6.544494675753124,178285,1861905,10.443419244468126,29.463341260680146,47.01631529598727,27.554914464000156,43.97093102683238,1.0036898712684088,1.0043462868612187,1.0026680688478147,1.0033238161793807
1978,1,6.233333333333333,5.693333333333333,5.693333333333333,1250911,1063845,1.1758395254947853,6.694446365150311,179049,1891162,10.562259493211355,29.692149574156318,46.84721806811316,27.7737884563919,43.82049609256711,1.0114843907245072,1.012324002844926,0.9990619080958995,0.9998912085722864
1978,2,6.3966666666666665,5.823333333333333,5.823333333333333,1299127,1106042,1.1745729366515918,6.8399297344344365,183553,2009634,10.948521680386591,29.69256453798447,47.52822020287629,27.76782930375412,44.44733980510165,1.0114985267652086,1.0121067982939043,1.0135849325193482,1.0141944587223553
1978,3,6.543333333333333,5.93,5.93,1336859,1137996,1.1747484173933826,6.966258115142759,185026,2063074,11.150184298422925,29.705217695036147,47.54613545031402,27.750831507863776,44.41794728716017,1.0119295656436567,1.0114872473528338,1.0139669923732146,1.0135237835153605
1978,4,6.7,6.056666666666667,6.056666666666667,1380158,1174396,1.1752066594232269,7.117835000573344,186579,2133747,11.436158410110462,29.767700270781294,47.82748346567761,27.83318927810404,44.71932288643194,1.014058079441576,1.0144890973800964,1.0199670089517756,1.0204005384373835
1979,1,6.84,6.176666666666667,6.176666666666667,1422516,1208565,1.1770289558277793,7.2701155171629175,187587,2171831,11.57772660152356,29.713125244341715,47.31842839961676,27.789812347627244,44.255534717284434,1.0121989419874438,1.0129080560338521,1.0091109208723257,1.0098178715503903
1979,2,6.973333333333334,6.266666666666667,6.266666666666667,1454749,1234381,1.178525106915936,7.385424003339865,187895,2224022,11.836515074908858,29.40860565465821,47.13275825544949,27.489291531030872,44.056700530459445,1.0018252635555263,1.001954403222939,1.0051513267671113,1.0052808951786496
1979,3,7.113333333333333,6.403333333333333,6.403333333333333,1496720,1269386,1.1790897331465764,7.550104591248577,189781,2287257,12.05208635216381,29.285715046169663,46.74822214124202,27.383215159304545,43.711298262325464,0.9976389067563205,0.9980880362920513,0.9969507248992836,0.9973995446207158
1979,4,7.243333333333333,6.51,6.51,1534939,1300925,1.179882775717278,7.68103686991948,190363,2330674,12.243314089397625,29.049577993727464,46.30404899298277,27.16308464809363,43.297042133192015,0.9895947285461693,0.9900645215811497,0.9874783060167013,0.9879470943165765
1980,1,7.37,6.63,6.63,1573594,1333777,1.1798029205781777,7.822093363433318,189737,2383093,12.55998039391368,28.689522842372163,46.066932171309524,26.825364538709824,43.07364243961123,0.9773291913378823,0.9777549955145334,0.9824215621144683,0.9828495849424856
1980,2,7.55,6.766666666666667,6.766666666666667,1599170,1353879,1.1811764566848293,7.9926273569006785,187525,2376384,12.672358352219703,28.62184488407658,45.380105799566785,26.762714830881997,42.43244401008999,0.975023693103707,0.9754714826583413,0.9677743302449854,0.9682187904559442
1980,3,7.753333333333333,6.906666666666667,6.906666666666667,1628599,1377302,1.182455990044304,8.166829371239325,186748,2421120,12.96463683680682,28.562712271648902,45.3425894974881,26.714955308611714,42.409321652708464,0.973009298211078,0.9737307006676336,0.9669742590799284,0.9676911870755895
1980,4,7.973333333333334,7.08,7.08,1687627,1428729,1.1812086126900203,8.362956977845345,189001,2534920,13.412204168231915,28.55225357253734,45.7910587597766,26.689286715412628,42.803300732012175,0.9726530151177233,0.9727951087135328,0.9765382967193218,0.9766809579107948
1981,1,8.156666666666666,7.233333333333333,7.233333333333333,1739612,1467662,1.1852947068194175,8.573631712660454,189622,2658664,14.020862558141987,28.478063542373153,46.571514642975806,26.612677998604802,43.52096206459766,0.9701256784804402,0.9700028053526326,0.99318226782386,0.9930564744195232
1981,2,8.32,7.37,7.37,1774750,1496683,1.185788841057191,8.739263758591498,189160,2682100,14.179001903150771,28.501460489246266,46.242140491790295,26.640658876996667,43.22308644670155,0.9709227122719365,0.971022677555564,0.9861580477841039,0.9862595816834576
1981,3,8.506666666666666,7.51,7.51,1815085,1530569,1.1858890386516387,8.906026680273806,189216,2766092,14.618700321325893,28.473513667791895,46.737538337559705,26.624167632945067,43.7019494667405,0.9699706837365534,0.9704215898711662,0.9967228825271484,0.997186224842309
1981,4,8.67,7.62,7.62,1840652,1550577,1.187075520918987,9.04551546940268,188804,2772393,14.68397385648609,28.414006761146293,46.1256778400317,26.52831347147234,43.064550913591106,0.9679435382426913,0.9669278112466271,0.9836743699076784,0.9826421355124102
1982,1,8.86,7.7299999999999995,7.7299999999999995,1864663,1567538,1.1895488339038671,9.195212486076892,185670,2752375,14.824015726827167,28.525263314115172,45.986860295029544,26.645752025241553,42.95681559000513,0.9717335725887322,0.9712083172001678,0.9807139524676204,0.9801838428751303
1982,2,8.946666666666667,7.819999999999999,7.819999999999999,1884363,1581739,1.1913236001641232,9.316150553283443,187090,2798094,14.955871505692448,28.604189819523356,45.92031709002927,26.72305580292603,42.90040038985304,0.9744222606554358,0.9740259547645734,0.9792948547260698,0.9788965671094073
1982,3,9.063333333333333,7.926666666666667,7.926666666666667,1904756,1596438,1.1931287027745519,9.457533517326281,185868,2823573,15.191280909032216,28.550525034723613,45.85963614173465,26.678713951860704,42.853016295628194,0.9725941312362113,0.9724097431255136,0.9780007752377179,0.977815362114797
1982,4,9.123333333333333,7.983333333333333,7.983333333333333,1918147,1604354,1.1955883801205969,9.544780567962766,184770,2853260,15.442225469502626,28.507444554746318,46.12137316716727,26.615855321483057,43.061025448563875,0.9711265637590529,0.9701186152724603,0.9835825686254889,0.9825616918433241
1983,1,9.23,8.083333333333334,8.083333333333334,1947207,1622449,1.200165305658298,9.70133622073791,185813,2921105,15.720670781915151,28.802711656239268,46.67377124877408,26.92002106276539,43.622938009849385,0.9811850495385579,0.9812051215741371,0.9953629881295075,0.9953833502022084
1983,2,9.263333333333334,8.163333333333334,8.163333333333334,1986295,1654672,1.2004161549841903,9.799397211854274,187379,3019767,16.115824078471974,28.75186656913012,47.284543481437474,26.84182714551388,44.14334421494497,0.9794529751453757,0.9783550394027956,1.0083882924557854,1.0072579211395694
1983,3,9.343333333333334,8.23,8.23,2029635,1691405,1.1999698475527742,9.875751845359332,190769,3123010,16.370636738673475,28.701004554462795,47.576501207542,26.834910365744765,44.48315190492585,0.9777203241027723,0.9781029303974411,1.0146145713033627,1.0150116152351223
1983,4,9.44,8.316666666666666,8.316666666666666,2086815,1741526,1.1982680706460886,9.965596120873304,193048,3221774,16.688978906800383,28.69606283128632,48.05613046032095,26.821960445578306,44.917647342511785,0.977551980755188,0.9776309200687091,1.024843125659851,1.0249258838296451
1984,1,9.543333333333333,8.39,8.39,2143849,1784009,1.2017030183143695,10.082288323657561,196248,3325808,16.946965064612122,28.6344636145344,48.13066626757412,26.75502720521297,44.97158748035136,0.9754535592155211,0.975191277168843,1.0264326733189573,1.0261566838986593
1984,2,9.623333333333333,8.459999999999999,8.459999999999999,2195159,1828142,1.2007595690050334,10.158425953782581,198531,3418108,17.21699885660174,28.591652418257553,48.458535725231755,26.70708276257213,45.2644745828123,0.9739951650809325,0.9734437550342755,1.0334248043244216,1.0328397492440693
1984,3,9.7,8.523333333333333,8.523333333333333,2241610,1867050,1.2006159449398783,10.233249904037564,199506,3481074,17.448467715256683,28.581428814032805,48.73350524947054,26.697481728171617,45.521232490263216,0.9736468906636678,0.9730938079036908,1.039288793455106,1.0386984226340115
1984,4,9.79,8.576666666666666,8.576666666666666,2282869,1900457,1.2012210747204488,10.302472750852383,200446,3531882,17.620117138780518,28.532367004055736,48.79834783513923,26.67352534124795,45.61920738670572,0.9719755648861738,0.9722206239827307,1.0406716238564726,1.040934002929741
1985,1,9.91,8.636666666666667,8.636666666666667,2323513,1932147,1.2025549815826642,10.386066524268943,201752,3606518,17.875996272651573,28.51197366204095,49.07343253748892,26.646605064527105,45.86285016558118,0.9712808510504124,0.9712394095427012,1.0465380692709665,1.0464934167737805
